index,MovieID,Title,MPAA Rating,Budget,Gross,Release Date,Genre,Runtime,Rating,Rating Count,Summary
5014,184,John Heard,1946-03-07,Washington,USA,69,"John Heard was a very talented actor who established himself as a respected thespian in the late 1970s and early '80s, though he is perhaps better known for his turn as Peter McCallister, Kevin McCallister (Macaulay Culkin')s father in the Home Alone (1990) movies. John was born in Washington, D.C., to Helen (Sperling), who acted in community ...",Male,White,,
5015,185,Roberts Blossom,1924-03-25,New Haven,USA,73,"Roberts Blossom was a marvelously quirky, talented, and versatile character actor who was especially adept at portraying cantankerous old oddballs. Born in 1924 in New Haven, Connecticutt, Blossom graduated from the prestigious Asheville School in 1941 and attended Harvard. Roberts initially planned on being a therapist, but eventually changed his...",Female,White,,
5016,186,Catherine O'Hara,1954-03-04,Toronto,Canada,64,"Canadian actress, writer, and comedian, Catherine O'Hara gained recognition as one of the original cast members on the Canadian television sketch comedy show SCTV (1976). On the series, she impersonated the likes of Lucille Ball, Tammy Faye Bakker, Gilda Radner, Katharine Hepburn, and Brooke Shields. O'Hara stayed with the show for its entirety (...",Female,White,,
5017,187,Angela Goethals,1977-05-20,New York City,USA,64,"Angela Goethals was born on May 20, 1977 in New York City, New York, USA as Angela Bethany Goethals. She is an actress, known for Home Alone (1990), Jerry Maguire (1996) and Spanglish (2004). She has been married to Russell Soder since 2005. They have one child.",Female,White,,
5018,188,Devin Ratray,1977-01-11,New York City,USA,73,"Devin Ratray was born on January 11, 1977 in New York City, New York, USA. He is an actor and writer, known for Nebraska (2013), R.I.P.D. (2013) and Masterminds (2016).",Male,White,,
5019,189,Gerry Bamman,1941-09-18,Independence,USA,73,"Gerry Bamman was born on September 18, 1941 in Independence, Kansas, USA. He is an actor, known for Home Alone (1990), Home Alone 2: Lost in New York (1992) and The Bodyguard (1992).",Male,White,,
5020,190,Goldie Hawn,1945-11-21,Washington,USA,66,"Goldie Jeanne Hawn was born on November 21, 1945 in Washington D.C. to Laura Hawn (n�e Steinhoff), a jewelry shop/dance school owner, and Rut Hawn, a band musician. She has a sister, Patti Hawn, and a brother, Edward, who died in infancy before her birth. She was raised in the Jewish religion. Her mother was Jewish and the daughter of Hungarian ...",Female,White,,
5021,191,David Carradine,1936-12-08,Hollywood,USA,61,"David Carradine was born in Hollywood, California, the eldest son of legendary character actor John Carradine, and his wife, Ardanelle Abigail (McCool). He presided over an acting family that included brothers Keith Carradine and Robert Carradine as well as his daughters Calista Carradine and Kansas Carradine, and nieces Ever Carradine and Martha ...",Male,White,,
5022,192,Bill Duke,1943-02-26,Poughkeepsie,USA,76,"Duke Media Entertainment, led by actor, director, producer, writer and humanitarian, Bill Duke, is dedicated to bringing quality Edutainment to audiences around the globe. Formerly Yagya Productions, Duke Media has successfully produced critically acclaimed film and television content for more than 30 years. Additionally, Duke Media is in process ...",Male,African American,,
5023,193,Stephen Tobolowsky,1951-05-30,Dallas,USA,74,"Character actor Stephen Tobolowsky was born on May 30, 1951 in Dallas, Texas. Over the past three decades, Tobolowsky has racked up a lengthy list of roles in movies and television across many different genres. While Tobolowsky initially attended Southern Methodist University in Dallas, Texas with the intention of studying geology, he was quickly ...",Male,White,,
5024,194,Joan Severance,1958-12-23,Houston,USA,69,"Joan Severance was born and raised in Houston, Texas. At the age of 18 and at the sole urging of John Casablancas of Elite models, she went to Paris, France to begin a modeling career that would turn out to be well worth the price of the ticket Casablancas sent her. Within months she graced the covers of all the international magazines and was ...",Female,White,,
5025,195,Harry Caesar,1928-02-18,Pittsburgh,USA,,"Harry Caesar was born on February 18, 1928 in Pittsburgh, Pennsylvania, USA. He was an actor, known for A Few Good Men (1992), The Longest Yard (1974) and Bird on a Wire (1990). He was married to Marion Kane Bernot. He died on June 12, 1994 in Los Angeles County, California, USA.",Male,African American,,
5026,196,Jeff Corey,1914-08-10,Brooklyn,USA,72,"Jeff Corey was a film and television character actor, as well as one of the top acting teachers in America. Corey was born Arthur Zwerling on August 10, 1914 in New York City, New York, to Mary (Peskin), a Russian Jewish immigrant, and Nathan Zwerling, an Austrian Jewish immigrant. He was an indifferent student, but after taking a drama class in ...",Male,White,,
5027,197,Alex Bruhanski,,,,,"Alex Bruhanski is an actor, known for Bird on a Wire (1990), Look Who's Talking Too (1990) and The Possession (2012).",Male,White,,
5028,198,James Caan,1940-03-26,The Bronx,USA,69,"A masculine and enigmatic actor whose life and movie career have had more ups and downs than the average rollercoaster and whose selection of roles has arguably derailed him from achieving true superstar status, James Caan is New York-born and bred. He was born in the Bronx, to Sophie (Falkenstein) and Arthur Caan, Jewish immigrants from Germany. ...",Male,White,,
5029,199,Kathy Bates,1948-06-28,Memphis,USA,63,"Multi-talented Kathleen Doyle Bates was born on June 28, 1948, and raised in Memphis, Tennessee. She is the youngest of three girls born to Bertye Kathleen (Talbot), a homemaker, and Langdon Doyle Bates, a mechanical engineer. Her grandfather was author Finis L. Bates. Kathy has English, as well as Irish, Scottish, and German, ancestry, and one of...",Female,White,,
5030,200,Richard Farnsworth,1920-09-01,Los Angeles,USA,72,"An American stuntman who, after more than 30 years in the business, moved into acting and became an acclaimed and respected character actor, Richard Farnsworth was a native of Los Angeles. He grew up around horses and as a teenager was offered an opportunity to ride in films. He appeared in horse-racing scenes and cavalry charges unbilled, first ...",Male,White,,
5031,201,Frances Sternhagen,1930-01-13,Washington,USA,63,"Raised in Washington, D.C., the great-granddaughter (on her father's side) of German immigrants, Frances Hussey Sternhagen taught acting, singing and dancing to schoolchildren before first performing herself with the Arena Stage Group. Since then, she has been seen in numerous Broadway and Off-Broadway shows. She has been nominated five times for a...",Male,White,,
5032,202,Lauren Bacall,1924-09-16,The Bronx,USA,68,"Lauren Bacall was born Betty Joan Perske on September 16, 1924, in New York City. She was the daughter of Natalie Weinstein-Bacal, a Romanian Jewish immigrant, and William Perske, who was born in New Jersey, to Polish Jewish parents. Her family was middle-class, with her father working as a salesman and her mother as a secretary. They divorced ...",Female,White,,
5033,203,Graham Jarvis,1930-08-25,Toronto,Canada,,"Born in Toronto, Canadian-American actor Graham Jarvis attended Williams College, before moving to New York to pursue a career in theatre. He studied acting at the American Theatre Wing and was an original member of the Lincoln Center Repertory Theater. He appeared in film and television for decades, from the 1960s to the 2000s.",Male,White,,
5034,204,Jerry Potter,,,,,"Jerry Potter is an actor, known for Wild Wild West (1999), Misery (1990) and Quantum Leap (1989).",Male,White,,
5035,205,Thomas Brunelle,,,,,"Thomas Brunelle is known for his work on Misery (1990), Antz (1998) and Shrek the Third (2007).",Male,White,,
5036,206,June Christopher,,,,,"June Christopher is known for her work on Misery (1990), Doctor Dolittle (1998) and X-Men: Days of Future Past (2014).",Female,African American,,
5037,207,Johnny Depp,1963-06-09,Owensboro,USA,61,"Johnny Depp is perhaps one of the most versatile actors of his day and age in Hollywood. He was born John Christopher Depp II in Owensboro, Kentucky, on June 9, 1963, to Betty Sue (Wells), who worked as a waitress, and John Christopher Depp, a civil engineer. Depp was raised in Florida. He dropped out of school when he was 15, and fronted a series ...",Male,White,,
5038,208,Winona Ryder,1971-10-29,Winona,USA,63,"Winona Ryder was born Winona Laura Horowitz in Olmsted County, Minnesota, and was named after a nearby town, Winona, Minnesota. She is the daughter of Cynthia (Istas), an author and video producer, and Michael Horowitz, a publisher and bookseller. Her father's family is Russian Jewish and Romanian Jewish. She grew up in a ranch commune in Northern...",Female,White,,
5039,209,Anthony Michael Hall,1968-04-14,West Roxbury,USA,72,"Anthony Michael Hall was born in West Roxbury, Massachusetts. His parents are Mercedes Hall, an actress-blues and jazz singer, and Larry Hall, who owned an auto body shop. His stepfather is a show-business manager. His sister, Mary Christian, is also a performer. He has Irish and Italian ancestry. Hall's given name was Michael Anthony Thomas ...",Male,White,,
5040,210,Kathy Baker,1950-06-08,Midland,USA,66,"For someone who has made an award-winning impact in all three mediums (stage, film and TV), actress Kathy Baker has been strangely denied all-out stardom, yet continues to demonstrate her versatility in whatever material comes her way. The comely blonde was born Katherine Whitton Baker in Midland, Texas, to Helene Andree Baker (nee Whitton) and ...",Female,White,,
5041,211,Conchata Ferrell,1943-03-28,Charleston,USA,63,"It took 30 years since it was first predicted, but Conchata Ferrell finally achieved television stardom, albeit of the supporting variety, as the housekeeper ""Berta"" in the situation-comedy Two and a Half Men (2003). Ferrell originally had been tipped for stardom with her turn as the prostitute ""April"" in the Norman Lear-produced series Hot l ...",Female,White,,
5042,212,Caroline Aaron,1952-08-07,Richmond,USA,,"Secondary to studying performing arts as American University in Washington, D.C., Aaron made her debut in motion pictures with a small part in Robert Altman's Come Back to the 5  Dime Jimmy Dean, Jimmy Dean (1982). Since, she has built her acting career as a character actress, and continues to work with some of cinema's most significant ...",Female,White,,
5043,213,Dick Anthony Williams,1934-08-09,Chicago,USA,79,"Dick Anthony Williams was born on August 9, 1934 in Chicago, Illinois, USA as Richard Anthony Williams. He was an actor, known for Edward Scissorhands (1990), The Jerk (1979) and Dog Day Afternoon (1975). He was married to Gloria Edwards. He died on February 16, 2012 in Van Nuys, California, USA.",Male,African American,,
5044,214,Patrick Swayze,1952-08-18,Houston,USA,61,"Patrick Wayne Swayze was born on August 18, 1952 in Houston, Texas, to Patsy Swayze (n�e Yvonne Helen Karnes), a choreographer, and Jesse Wayne Swayze, a chemical plant engineer draftsman. His mother owned a dance school in Houston, where Patrick was also a student. His father passed away in 1982. He graduated from Waltrip High School in Houston, ...",Male,White,,
5045,215,Demi Moore,1962-11-11,Roswell,USA,65,"Demi Moore was born 1962 in Roswell, New Mexico. Her father Charles Harmon left her mother Virginia King before Demi was born. Her stepfather Danny Guynes didn't add much stability to her life either. He frequently changed jobs and made the family move a total of 40 times. The parents kept on drinking, arguing and beating, until Guynes finally ...",Female,White,,
5046,216,Tony Goldwyn,1960-05-20,Los Angeles,USA,74,"Actor, director, producer Tony Goldwyn just finished a sold-out run of director Ivo Van Hove's Broadway production of ""Network"" with Bryan Cranston and Tatiana Maslany. He can be seen on the Netflix series, ""Chambers,"" starring with Uma Thurman. Recently he concluded his role as 'President Fitzgerald Grant' in Shonda Rhimes' remarkable series ""...",Male,White,,
5047,217,Stanley Lawrence,,,,,"Stanley Lawrence is an actor, known for Airplane II: The Sequel (1982), Ghost (1990) and Little Miss Marker (1980).",Male,,,
5048,218,Christopher J. Keene,,,,,"Christopher J. Keene is an actor, known for Hot Shots! (1991), Naked Gun 33 1/3: The Final Insult (1994) and Ghost (1990).",Male,,,
5049,219,Susan Breslau,,,,,"Susan Breslau was born as Susan Zucker. She is an actress, known for The Naked Gun 2�: The Smell of Fear (1991), Superhero Movie (2008) and My Best Friend's Wedding (1997). She has been married to William Breslau since 1975. They have two children.",Female,,,
5050,220,Martina Deignan,,East Orange,USA,,"Martina Deignan was born in East Orange, New Jersey, USA. She is an actress, known for Ghost (1990), Code Red (1981) and Blackout (1985).",Female,White,,
5051,221,Rick Kleber,1957-05-05,Omaha,USA,,"Rick Kleber was born on May 5, 1957 in Omaha, Nebraska, USA. He is an actor, known for Ghost (1990), Sole Survivor (1984) and My Favorite Martian (1999).",Male,White,,
5052,222,Macka Foley,1951-01-02,Portland,USA,,"Macka Foley was born on January 2, 1951 in Portland, Maine, USA as Martin Foley. He is known for his work on Ghost (1990), Parker Lewis Can't Lose (1990) and Death House (1988). He died on August 3, 2015 in Los Angeles, California, USA.",Male,White,,
5053,223,Brian Dennehy,1938-07-09,Bridgeport,USA,75,"Imposing, barrel-chested and now silver-haired Brian Dennehy is a prolific US actor, well respected on both screen and stage for the best part of 25 years. He was born in July 1938 in Bridgeport, CT, and attended Columbia University in New York City on a football scholarship. He majored in history, before moving on to Yale to study dramatic arts. ...",Male,White,,
5054,224,Raul Julia,1940-03-09,San Juan,Puerto Rico,74,"Raul Julia was born and raised in San Juan, Puerto Rico, to Olga Arcelay, a mezzo-soprano singer, and Ra�l Juli�, an electrical engineer. He graduated from Colegio San Ignacio de Loyola High School in San Juan. Here he studied the rigorous classical curriculum of the Jesuits and was always active in student dramatics. Julia was discovered while ...",Male,Latino,,
5055,225,Bonnie Bedelia,1948-03-25,New York City,USA,64,"The native New Yorker was born Bonnie Bedelia Culkin on March 25, 1948, the daughter of Phillip Harley Culkin, a journalist, and Marian Ethel Wagner Culkin, a writer and editor. Trained in ballet, her parents guided all of the children at one time or another into acting (which included Christopher (Kit), Terry and Candace Culkin). Bonnie herself ...",Female,White,,
5056,226,Paul Winfield,1939-05-22,Los Angeles,USA,74,"Signifying intelligence, eloquence, versatility and quiet intensity, one of the more important, critically acclaimed black actors to gain a Hollywood foothold in the 1970s was Paul Winfield. Born in 1939 in Los Angeles, he lived there in his early years before moving with his family to Los Angeles' Watts district. He showed early promise as a ...",Male,African Amercian,,
5057,227,Greta Scacchi,1960-02-18,Milan,Italy,68,"Greta Scacchi was born in Milan, Italy, to Pamela Carsaniga, an English dancer and Luca Scacchi, an Italian art dealer and painter. She grew up in Milan and Sussex, England. In 1975, her mother and second husband moved to Australia, where, after she left school, Greta worked as an Italian interpreter on a ranch. At age 18, she returned to England ...",Female,White,,
5058,228,John Spencer,1946-12-20,New York City,USA,67,"John Spencer was born John Speshock, Jr. in New York City, the only son of Mildred (Benzeroski), a homemaker and occasional waitress, and John Speshock, a truck driver. He grew up near Paterson, New Jersey, and left at age 16 to attend the Professional Children's School. In 1963, he landed a recurring role on The Patty Duke Show (1963). After that...",Male,White,,
5059,229,Joe Grifasi,1944-06-14,Buffalo,USA,65,"Joe Grifasi was born on June 14, 1944 in Buffalo, New York, USA as Joseph G. Grifasi. He is an actor, known for Presumed Innocent (1990), The Deer Hunter (1978) and Batman Forever (1995). He has been married to Jane Ira Bloom since 1974.",Male,White,,
5060,230,Tom Mardirosian,1947-12-14,Buffalo,USA,,"Tom grew up in Buffalo, New York and first got interested in theater while in the Army. A member of the Special Forces theatre troop at Fort Bragg, he toured Third Army service clubs, performing the works of Brecht, Ibsen and Shakespeare. Later, Tom taught acting at the Studio Arena Theatre School in Buffalo while appearing in numerous productions...",Male,White,,
5061,231,Mary McDonnell,1952-04-28,Wilkes-Barre,USA,66,"Mary McDonnell is a two-time Oscar�-nominated actress, who is known for her character portrayals in both period and present-day screen roles, as well as a long history of stage and film roles. Mary Eileen McDonnell was born on April 28, 1952 in Wilkes-Barre, Pennsylvania, to Eileen (Mundy) and John McDonnell, a computer consultant, both of Irish ...",Female,White,,
5062,232,Graham Greene,1952-06-22,Six Nations Reserve,Canada,61,"Graham Greene was born on June 22, 1952 in Six Nations Reserve, Ontario, Canada. He is known for his work on The Green Mile (1999), Wind River (2017) and Dances with Wolves (1990). He has been married to Hilary Blackmore since December 20, 1990.",Male,White,,
5063,233,Rodney A. Grant,1959-03-09,Nebraska,USA,72,"Native American actor, Rodney Arnold Grant was born the 9th of March, 1959. After his biological parents abandoned him, his grandparents raised him from 6 months of age, up until 1982. Rodney has five adult children: three daughters from his ex-wife, all of which were raised by their mother, and two sons from previous relationships. He is now ...",Male,Native American,,
5064,234,Floyd 'Red Crow' Westerman,1936-08-17,Lake Traverse Indian Reservation,USA,,"Floyd 'Red Crow' Westerman was born on August 17, 1936 in Lake Traverse Indian Reservation, Roberts County, South Dakota, USA. He was an actor, known for Dances with Wolves (1990), Hidalgo (2004) and Dharma  Greg (1997). He was married to Rosie. He died on December 13, 2007 in Los Angeles, California, USA.",Male,Native American,,
5065,235,Tantoo Cardinal,1950-07-20,Fort McMurray,Canada,,"Actress Tantoo Cardinal, a Member of the Order of Canada, one of the country's highest civilian honors. The Order of Canada recognizes Cardinal for her contributions to the growth and development of Aboriginal performing arts in Canada. Arguably the most widely recognized Native Actress of her generation; Tantoo has appeared in numerous plays, ...",Female,Native American,,
5066,236,Robert Pastorelli,1954-06-21,New Brunswick,USA,61,"Beefy, roughhewn actor Robert Pastorelli was a former boxer and an admitted drug addict before he cleaned up his act and pursued theater work in New York in such 1970s productions as ""Rebel Without a Cause,"" ""The Rainmaker,"" and ""Death of a Salesman,"" he headed west and turned to film and TV in 1982, soon finding a fairly comfortable niche playing ...",Male,White,,
5067,237,Charles Rocket,1949-08-28,Bangor,USA,77,"Charles Rocket was born on August 28, 1949 in Bangor, Maine, USA as Charles Adams Claverie. He was an actor, known for Dumb and Dumber (1994), Dances with Wolves (1990) and Short Cuts (1993). He was married to Mary Elizabeth (Beth) Crellin. He died on October 7, 2005 in Canterbury, Connecticut, USA.",Male,White,,
5068,238,Maury Chaykin,1949-07-27,Brooklyn,USA,73,"The award-winning Canadian-American character actor Maury Chaykin was born on July 27, 1949 in Brooklyn, New York, the son of Professor Irving J. Chaykin and his wife Clarice. Irving Chaykin, an American citizen, taught accountancy at the City College of New York. The former Clarice Bloomfield, his mother, was born in Winnipeg, raised in Montreal,...",Male,White,,
5069,239,Kiefer Sutherland,1966-12-21,Paddington,UK,68,"Kiefer Sutherland was born in London, England, UK, to Canadian actors Shirley Douglas and Donald Sutherland, who moved to California shortly after his birth. His maternal grandfather, Tommy Douglas, was a Scottish-born Canadian politician who was a Premier of Saskatchewan for over 17 years and led the national NDP party for almost 10. Kiefer got ...",Male,white,,
5070,240,Kevin Bacon,1958-07-08,Philadelphia,USA,61,"Kevin Norwood Bacon was born on July 8, 1958 in Philadelphia, Pennsylvania, to Ruth Hilda (Holmes), an elementary school teacher, and Edmund Norwood Bacon, a prominent architect who was on the cover of Time Magazine in November 1964. Kevin's early training as an actor came from The Manning Street. His debut as the strict Chip Diller in National ...",Male,white,,
5071,241,William Baldwin,1963-02-21,Massapequa,USA,74,William Baldwin has distinguished himself as an actor/producer/writer who continues to showcase his multitude of talents in the world of film and television. Baldwin has a busy year ahead starring in several high-profile upcoming projects. He is currently travelling the world shooting back-to-back productions - most recently wrapping his recurring ...,Male,white,,
5072,242,Oliver Platt,1960-01-12,Windsor,Canada,75,"Oliver Platt was born in Windsor, Ontario, to American parents, Sheila Maynard, a social worker, and Nicholas Platt, a career diplomat. His parents were both from upper-class families, and his maternal great-grandmother, Cynthia Roche, was the sister of Princess Diana's maternal grandfather, Maurice Roche. Platt spent his childhood in Washington, ...",Male,white,,
5073,243,Kimberly Scott,1961-12-11,Kingsville,USA,,"Kimberly Scott was born on December 11, 1961 in Kingsville, Texas, USA as Kimberly Aileen Scott. She is an actress, known for The Abyss (1989), Flatliners (1990) and Falling Down (1993).",Female,white,,
5074,244,Joshua Rudoy,1975-12-09,Encino,USA,,"Joshua Rudoy was born on December 9, 1975 in Encino, California, USA. He is an actor, known for Harry and the Hendersons (1987), Flatliners (1990) and What a Dummy (1990).",Male,white,,
5075,245,Benjamin Mouton,1965-03-13,Lafayette,USA,,"Benjamin Mouton was born and raised in Lafayette, Louisiana. After receiving his degree in English from the University Of S.W. Louisiana, he went to New York to study acting at the respected American Academy of Dramatic Arts, where he received the prestigious Jehlinger Award in 1984. In 1997 he was nominated for Best Supporting Actor at the Lone ...",Male,white,,
5076,246,Aeryk Egan,,,,,"Aeryk Egan is an actor, known for Flatliners (1990), Brooklyn Bridge (1991) and The Cure (1995).",Male,,,
5077,247,Alec Baldwin,1958-04-03,Massapequa,USA,61,"Alec Baldwin is the oldest, and best-known, of the four Baldwin brothers in the acting business (the others are Stephen Baldwin, William Baldwin and Daniel Baldwin). Alexander Rae Baldwin III was born on April 3, 1958 in Massapequa, New York, the son of Carol Newcomb (nee Martineau) Baldwin and Alexander Rae Baldwin Jr., a high school teacher and ...",Male,white,,
5078,248,Scott Glenn,1939-01-26,Pittsburgh,USA,72,"Scott Glenn was born January 26, 1939, in Pittsburgh, Pennsylvania, to Hope Elizabeth and Theodore Glenn, a salesman. As he grew up in Appalachia, his health was poor; he was bedridden for a year and doctors predicted he would limp for the rest of his life. During long periods of illness, Glenn was reading a lot and ""dreaming of becoming Lord ...",Male,white,,
5079,249,Sam Neill,1947-09-14,Omagh,UK,61,"Sam Neill was born in Omagh, Co. Tyrone, Northern Ireland, to army parents, an English-born mother, Priscilla Beatrice (Ingham), and a New Zealand-born father, Dermot Neill. His family moved to the South Island of New Zealand in 1954. He went to boarding schools and then attended the universities at Canterbury and Victoria. He has a BA in English ...",Male,white,,
5080,250,Richard Jordan,1937-07-19,New York City,USA,74,"Harvard-educated stage and screen actor Richard Jordan was born into a socially prominent family on July 19, 1937 in New York City, the grandson of Learned Hand, the greatest American jurist never to have served on the U.S. Supreme Court. Newbold Morris, his stepfather, was a member of the New York City Council during Mayor Fiorello LaGuardia's ...",Male,white,,
5081,251,Peter Firth,1953-10-27,Bradford,UK,69,"Peter Firth was born in Bradford, Yorkshire, in 1953. His parents owned a pub and he attended local grammar school. Firth took weekend classes at the Bradford Playhouse near his Pudsey home and by his mid-teens was playing in ""Camelot"" at the Bradford Alhambra. Leaving school at 16, he became a major child star in television series such as The ...",Male,white,,
5082,252,Tim Curry,1946-04-19,Grappenhall,UK,69,"Timothy James Curry was born on April 19, 1946 in Grappenhall, Cheshire, England. His mother, Maura Patricia (Langmead), was a school secretary, and his father, James Curry, was a Methodist Royal Navy chaplain. Curry studied Drama and English at Birmingham University, from which he graduated with Combined Honors. His first professional success was...",Male,white,,
5083,253,Eddie Murphy,1961-04-03,Brooklyn,USA,69,"Edward Regan Murphy was born April 3, 1961 in Brooklyn, New York, to Lillian Lynch (born: Lillian Laney), a telephone operator, and Charles Edward Murphy, a transit police officer who was also an amateur comedian and actor. After his father died, his mother married Vernon Lynch, a foreman at a Breyer's Ice Cream plant. His brothers are Charlie ...",Male,African American,,
5084,254,Nick Nolte,1941-02-08,Omaha,USA,72,"Nick Nolte was born in Omaha, Nebraska, to Helen (King) and Franklin Arthur Nolte, who worked in irrigation pump sales. He began his career on stage at the Pasadena (California) Playhouse and in regional theatre productions. His breakthrough role was in the TV mini-series Rich Man, Poor Man (1976), playing the role of ""Tom/Tommy Jordache"". Nick ...",Male,white,,
5085,255,Brion James,1945-02-20,Redlands,USA,74,"Brion James was born February 20, 1945, in Redlands, California, to Ida Mae (Buckelew) and Jimmy James. The family soon moved to Beaumont, California (between Los Angeles and Palm Springs), where his parents built and operated a movie theater, where stars such as Gene Autry would occasionally stop by. After graduating from Beaumont High School in ...",Male,white,,
5086,256,Kevin Tighe,1944-08-13,Los Angeles,USA,73,"This beefy, genial-looking character actor was born Jon Kevin Fishburn in Los Angeles. Performing as a child from age 10, Tighe initially attended Pasadena City College. He later obtained a Master's Degree in Theater, then taught drama at USC. Living Bohemian-style out of a suitcase after he decided to pursue acting professionally, he was in the ...",Male,white,,
5087,257,Ed O'Ross,1949-07-04,Pittsburgh,USA,61,"Rough'n'tumble character actor Ed O'Ross was born as Ed Oross on July 4, 1946 in Pittsburgh, Pennsylvania. He was an altar boy as a kid and graduated from Munhall High in 1964. Following graduation O'Ross attended both Point Park College and Carnegie Tech. He was an amateur Golden Gloves boxing champion and minor league baseball player prior to ...",Male,white,,
5088,258,David Anthony Marshall,,Lincoln,USA,,"David Anthony Marshall was born in Lincoln, Illinois, USA. He is an actor, known for Lock Up (1989), Another 48 Hrs. (1990) and Star Trek: Voyager (1995).",Male,white,,
5089,259,Andrew Divoff,1955-07-02,San Tome,Venezuela,73,"Andrew Daniel Divoff is a Russian film, television actor and stuntman, best known for playing the evil Djinn in the first two Wishmaster films and the villains Cherry Ganz in Another 48 Hrs., Ernesto Mendoza in A Low Down Dirty Shame, Boris Bazylev in Air Force One, Ivan Sarnoff in CSI: Miami and Mikhail Bakunin in Lost. He was born on July 2, ...",Male,white,,
5090,260,Bernie Casey,1939-06-08,Wyco,USA,76,"Bernie Casey was born on June 8, 1939 in Wyco, West Virginia, USA as Bernard Terry Casey. He was an actor and director, known for Bill  Ted's Excellent Adventure (1989), Revenge of the Nerds (1984) and Never Say Never Again (1983). He was married to Paula. He died on September 19, 2017 in Los Angeles, California, USA.",Male,African American,,
5091,261,Brent Jennings,,Little Rock,USA,,"Brent Jennings was born in Little Rock, Arkansas, USA. He is an actor, known for Red Heat (1988), Moneyball (2011) and Witness (1985). He has been married to Juanita Mahone since August 8, 1985. They have three children.",Male,African American,,
5092,262,Matt Clark,1936-11-25,Washington,USA,,"Born In Washington, D.C., Matt grew up in Arlington, VA, the son of Frederick W. Clark, a boat builder and cabinet maker, and Theresa (Costello) Clark, owner and director of a private school in Arlington. Following a two-year stint in the army, Matt attended George Washington University, but dropped out to join a local Washington, D.C. theatre ...",Male,white,,
5093,263,Richard Dysart,1929-03-30,Brighton,USA,69,"Richard Dysart served for four years in the Air Force during the Korean War. He was a founding member of the American Conservatory Theatre, San Francisco. He received the Drama Desk Award in 1972 and a Emmy Award in 1992. He was good friends with Diana Muldaur, who played Rosalind Shays on L.A. Law.",Male,white,,
5094,264,Pat Buttram,1915-06-19,Addison,USA,72,"The son of a circuit-riding Methodist preacher in rural Alabama, Pat Buttram became one of America's best-known comic entertainers. He left Alabama a month before his 18th birthday to attend the 1933 Chicago World's Fair. An announcer from radio station WLS was on hand to interview members of the crowd and settled on Pat as a typical visitor from ...",Male,white,,
5095,265,Warren Beatty,1937-03-30,Richmond,USA,73,"Since starring in his first film, Splendor in the Grass (1961), Warren Beatty has been said to have demonstrated a greater longevity in movies than any actor of his generation. Few people have taken so many responsibilities for all phases of the production of films as producer, director, writer, and actor, and few have evidenced so high a level of...",Male,white,,
5096,266,Charlie Korsmo,1978-07-20,Fargo,USA,68,"Charles R. Korsmo is an Assistant Professor of Law and the U.S. director of the Canada-U.S. Law Institute at the Case Western Reserve University School of Law, where he teaches courses in corporate law, corporate finance, and torts. Korsmo's articles have appeared in the William  Mary Law Review and Brooklyn Law Review, among others. His ...",Male,white,,
5097,267,Michael Donovan O'Donnell,,,,,"Michael Donovan O'Donnell is known for his work on Dick Tracy (1990), Lovely But Deadly (1981) and Black Shampoo (1976).",Male,white,,
5098,268,Jim Wilkey,,,,,"Jim Wilkey is known for his work on Inception (2010), The Dark Knight (2008) and Mad Max: Fury Road (2015).",Male,white,,
5099,269,Stig Eldred,,,,72,"Stig Eldred is an actor, known for Dick Tracy (1990), King Kong (2005) and The Stolen (2017).",Male,,,
5100,270,Neil Summers,1944-04-28,London,UK,,"Neil Summers was born on April 28, 1944 in London, England. He is known for his work on RoboCop (1987), Mercury Rising (1998) and The Jackal (1997). He is married to Karen Summers.",Male,white,,
5101,271,Chuck Hicks,1927-12-26,Stockton,USA,74,"Chuck Hicks was born on December 26, 1927 in Stockton, California, USA. He is known for his work on Dick Tracy (1990), Legion (2010) and Star Trek II: The Wrath of Khan (1982).",Male,,,
5102,272,Lawrence Steven Meyers,1956-04-07,USA,,,"Lawrence Steven Meyers was born on April 7, 1956 in the USA. He is a producer and actor, known for Dick Tracy (1990), Unfaithful (2002) and An American Haunting (2005).",Male,,,
5103,273,William Forsythe,1955-06-07,Bedford-Stuyvesant,USA,72,"Dynamically entertaining heavyset US actor with piercing eyes, William Forsythe has a superb talent for playing some truly unlikable and downright nasty characters that dominate the films in which he appears! If you're cast as the hero against Forsythe's villain, then you have your work cut out for you, as Forsthye's raw energy and menace on ...",Male,,,
5104,274,Al Pacino,1940-04-25,Manhattan,USA,67,"Alfredo James ""Al"" 'Pacino established himself as a film actor during one of cinema's most vibrant decades, the 1970s, and has become an enduring and iconic figure in the world of American movies. He was born April 25, 1940 in Manhattan, New York City, to Italian-American parents, Rose (nee Gerardi) and Sal Pacino. They divorced when he was young. ...",Male,,,
5105,275,Diane Keaton,1946-01-05,Los Angeles,USA,66,"Diane Keaton was born Diane Hall in Los Angeles, California, to Dorothy Deanne (Keaton), an amateur photographer, and John Newton Ignatius ""Jack"" Hall, a civil engineer and real estate broker. She studied Drama at Santa Ana College, before dropping out in favor of the Neighborhood Playhouse in New York. After appearing in summer stock for several ...",Female,,,
